,business_id,cool,date,funny,review_id,stars,text,type,useful,user_id
4695,kaIue7GRCmkPzDeHDBTttQ,4,2009-03-17,6,yJE7cS9ksGn9uYgzmoTbtw,5,"1 Star: Being greeted by the sweetest, wittiest older Japanese woman upon entering

1 Star:  Every photo of every menu item on the wall makes you want to order them all

1 Star:  Wonderful sticky rice, imported Panko and grain fed Chicken

1 Star:  The clientele of firemen, business types and hipsters lets you know this is a local joint

1 Star:  The older lady saying, ""Excuse my Boarding School reach,"" when she grabs your tea to refill for the 3rd time.

This is delicious, low cost Japanese comfort food.  Teriyaki, Panko Fish, Sushi, Japanese Curry.  Delicious.",review,6,N1Q6HiZvnZHjNU712Gymqw
4696,kaIue7GRCmkPzDeHDBTttQ,0,2009-04-14,1,0rShyXB4AJ9HtIm9-wFBYA,5,"I have been eating at Blue Fin for easily 10 years. This family owned restaurant in midtown phoenix, is well worth the drive! The food is fantastic and the service is worlds beyond any other business i have been too. My favorite is the Beef Bowl special!",review,1,YQelBOcsMAgO51IarLZ-Sw
4700,kaIue7GRCmkPzDeHDBTttQ,2,2009-07-30,1,B99xSAShwKDNx2--RsIzcA,5,"I hang my head in shame that I did not make this my go-to Teriyaki joint sooner. 
I knew of it, I remember eating it at the Matsuri Festival years ago, but for some reason I just did not bother to stop into the restaurant.
I'm so glad I did, I now make the drive down Central ave at least once a week to get my fix.  Food is fresh and plentiful. Staff are insanely nice. 
And they don't mess around.
You will literally get a PILE of chicken in your bowl. Delicious, hot, steamy, falling-out-everywhere chicken. A mountain of chicken, if you will. 
I hate that they're not open on the weekends, but I just couldn't bring myself to dock a star for that.",review,3,_LEQt7oTVjiaXyVHK_MM7g
4706,kaIue7GRCmkPzDeHDBTttQ,1,2009-12-07,1,38zXHGSdy0KfuCpvDTTn-g,5,"The price is right, the food is all excellent.  The Panko white fish is what I had today, and had the Chicken Terryaki bowl in the past.  The women who work here are so so sweet, they are always so sweet to my son, which is worth 2 stars to me.  Every time you leave, they thank you for your business, and that just makes the food you burp up taste even better.    Plus when you are done eating you can walk across the street to the library and get your learn on.

I think what you will gather by my reviews is I like simple places that are cheap.  I like the fou fou stuff on occasion as well, but I like working class type people to make me my food, because they usually do it with love and passion.   Unless you're talking about Filibertos, where I found a rusty staple in my food once.",review,1,wo4b_NZrBfWLoPE0c_9Qng
4709,kaIue7GRCmkPzDeHDBTttQ,0,2010-01-19,1,gloZQ-eLDzK0MqiGFG6T3A,5,"Blue Fin is within walking distance of work so I go once a week, I'd go more but that'd just be silly.  Speaking of silly, I order the same thing every week and all of the staff knows it!!   'The Healthy Special' - chicken teriyaki (white meat), veggies (carrots, broccoli, cabbage) on brown rice with a really amazing Iced Tea.  Delicious down to the last bite!

Locally owned and the staff goes out of their way to be as friendly as possible. Always smiling and always happy to see me. 

It's also right next to a light rail stop which is OH-so convenient!",review,0,AjmdjjXYHrLgFjaSd2zx-g
4730,kaIue7GRCmkPzDeHDBTttQ,1,2011-01-07,2,zg5va8QgCyAdd4F7wbZ1dg,5,"Back to Blue Fin for the nth visit, but the first visit for 2011!  Same great service, same good food, and same affordable prices.  

Had my usual order:

Terriyaki bowl - YUM
Fried Gyoza - HUM
Green Ice Tea - AHH",review,2,_PzSNcfrCjeBxSLXRoMmgQ
4753,kaIue7GRCmkPzDeHDBTttQ,3,2011-10-27,2,P4Bwo1SoMbzbDk3SeDSWlw,5,"I have been here 3 times now and just love it. The place is delicious, clean, and cheap. Their specialty is the chicken terryaki. I recommend getting the all white meat version ( just a bit extra ). I have had the beef bowl & the chicken bowl, these are very generous portions and have yet to be able to eat it all in one sitting.

Service is super friendly and helpful. I will be back to this place soon !",review,5,JkMOQaMjlBHMqp6gj-hL3w
4769,kaIue7GRCmkPzDeHDBTttQ,4,2012-07-21,3,moL4bpb2LysIys8Wks_xLg,5,"I bought a Groupon for Blue Fin a couple of years ago and never used it. However on my last trip into the city I decided that I would go and redeem it for the purchased value while I was out that way. Boy am I happy that I did!!

Quite frankly, this place impressed my socks right off. I had heard that it had some good items however I must say that is quite an understatement. Best Teriyaki in the city by far; their panko chicken is also to die for!

Bottom line: I live in south east Gilbert and have driven to eat here 3 times in the last month. Enough said.",review,5,RZRfF_oBwtVncFKG5aAKrw
4790,kaIue7GRCmkPzDeHDBTttQ,9,2013-08-15,8,c4kO91X8S94Xuks1my4_jA,5,"Cute little place with great teriyaki!!
Business owner is a very nice older lady, she cheerfully walks around the tables to check if everything is well. 
  The Service is outstanding, teriyaki was delicious with rice and veggies. Also if you get a large drink, you get unlimited refills! Yay for raspberry tea!! 
Great small business with good food and great service. 
Its a must visit if  you're around the area!! :)",review,11,eshIqohS-9FMLdKOhTr2Ng
4792,kaIue7GRCmkPzDeHDBTttQ,4,2013-08-27,5,MFQPld2d6CGEPLP5Vj4WHA,5,"When traveling in downtown Phoenix, there is always a lot to choose from during the day for food stops.
One of the places that has been here for as long as I can remember, yes seriously that long! Is The Blue Fin.
I remeber thinking 30 years ago ,I wonder how long this place will be here.
 Yet here it stands in 2013 still going strong. Which makes me really happy.

I love when local business can do great!  They have always been great ,very friendly service and fresh food. The panko breaded items are light and feel healthy. All the vegetables I get here are  always crisp and fresh.
I guess it is because, they take pride in the place. Something you do not always see. I believe that they have lunch specials every week day.
However , they do charge extra for the little things. Like making it extra spicy is like .35 extra and brown rice is a little extra, I mean barley enough to where you would even notice.

They have soup, and sushi, salad,etc.
Lots of nice cool drinks. If the weather is cooler(below 90) you can sit outside and enjoy the light rail going by.
Which also means that you can take the light rail here as well.
It is located in the same spot as always, right next to the Phoenix, Public Library.
When in downtown Phoenix, give it a try.",review,5,kffxYQVQsEpF1DVlQlcGCg
4921,VsO_rhXi5lgbaGxNwoEZsQ,1,2008-02-05,1,l3DIAANr7H0JMJ9BwzxFhw,5,"Wow. I've been reading the other reviews and I'm honestly shocked.  I've been coming here since it first opened and no one knew anything about it.  I liked it better when it was small and unknown, but that's because I could enjoy it at my leisure.  The owner would often come out and chat up the customers and the business in a house was a fairly new phenomenon.

The food has been consistently tasty and fairly priced. The only thing to change over the years is the architecture and decor.  I've taken all sorts of people here to eat and no one has ever disagreed that it was the best Chinese food.

I have always had at least adequate service on First Fridays.  The rest of the time, the service is as wonderful as the food.",review,3,SBbftLzfYYKItOMFwOTIJg
4922,VsO_rhXi5lgbaGxNwoEZsQ,3,2008-02-05,7,szaJZfnJ060rnsXrFbzrHQ,5,"I heard about this guy Sarah K. went out with on 12/12. They didn't quite click, but he sounded up my alley. We totally hit it off and had all kinds of romantic dinners and wild nights. Then we got married and made tons of babies and they all grew up to become supreme court justices. This is how I feel about Fate.",review,2,eBFm-lABQiKpaUcPDfYOgA
4926,VsO_rhXi5lgbaGxNwoEZsQ,1,2008-02-15,1,kMKcALEBS4z05DY-sCFdHA,5,"I don't know what else I can say that hasn't already been said about Fate, but here goes. 

The food at Fate is like a warm spicy Asian orgasm on a plate. The martinis send me to another level of heaven. Johnny Chu is a genius and  I will cry if he ever leaves Phoenix.

I think that about covers it.",review,1,N7lSh49zQ13sG3Jpa9E6cw
4945,VsO_rhXi5lgbaGxNwoEZsQ,2,2008-06-21,1,bkRJnvnBuqsiAoaQA-cwYA,5,"I was actually pretty shocked to see any negative reviews for Fate on here.  The whole bun scenario listed a few reviews down sounds like a fiasco, but thankfully i've never had a negative experience there, and i've been there god only knows how many times.

Fate is my favorite restaurant.  i discovered it late one night (well, early morning, actually) after helping a friend shoot a burlesque show downtown.  I was amazed that they were open that late (I think it was one...maybe two A.M.?).  He insisted that I'd be amazed, and I was.  

I have had to wait a few times to get in, but usually that was because it was First Friday.  It's understandable, because it's a small place (like most of the places downtown), and it's pretty popular.  Besides, you can always call ahead and make a reservation if you don't want to wait.  It's not a big deal.  

The service the first time and each subsequent visit was excellent, and the food was brought out ridiculously fast.  The crab puffs are to die for, and I honestly have trouble narrowing down which martini is the best.  The pad thai martini is just amazingly weird enough to be good, but the spicy cucumber is out of this world.  I've tried a number of dishes, but I always come back to the spicy Saigon with shrimp.  I'm glad I don't live nearby, or I'd go there all the time.  This way it's always a treat when I go.",review,4,4MnVm1LWQ2ZXso4ORe_fZA
4946,VsO_rhXi5lgbaGxNwoEZsQ,0,2008-07-01,4,5VSL_KgPmidNaDmW82b3PA,5,"I love Fate! LOVE it. I love Fate so much, sometimes I want to take it behind the school and get it pregnant!

Their green tea milk is AMAZING. I go cuckoo for it. For reals! Their little mushrooms are so good too. Oh my god, they are like little mini mushrooms. If keebler elf's, harvested mushrooms, these would be it! So good! If it's your first time, trust me: get the crab puffs, grab yourself a cool refreshing hulk-alishist Green Tea Milk, and go for the Hong Kong flat noodles. So good! 

And what about those little wafer cookies they give you at the end? They are like air! But better! (...they have calories...maybe they are not like air...but in a perfect world? Like Air!)",review,1,OqEBJaft_0-s4p-0ujBZdw
